Volts,Thr%,Ohms,Millis
0.00,0,0,21
0.00,0,0,271
0.00,0,0,521
0.00,0,0,771
0.00,0,0,1021
0.00,0,0,1271
0.00,50,50505,1504
0.00,50,50505,1753
0.00,50,50505,2004
0.00,50,50505,2253
0.00,50,50505,2503
0.00,50,50505,2754
0.00,50,50505,3004
0.00,0,0,3104
0.00,0,0,3354
0.00,0,0,3604
0.00,0,0,3854
0.00,0,0,4104
0.00,0,0,4354
0.00,0,0,4604
0.00,0,0,4854
0.00,0,0,5104
0.00,0,0,5353
0.00,0,0,5604
0.00,0,0,5854
0.00,0,0,6104
0.00,0,0,6354
0.00,0,0,6604
0.00,0,0,6854
0.00,0,0,7104
0.00,0,0,7354
0.00,0,0,7604
0.00,0,0,7853
0.00,0,0,8104
0.00,0,0,8354
0.00,0,0,8604
0.00,0,0,8854
0.00,0,0,9104
0.00,0,0,9354
0.00,0,0,9604
0.00,0,0,9854
0.00,0,0,10104
0.00,0,0,10354
0.00,0,0,10603
0.00,0,0,10854
0.00,0,0,11104
0.00,0,0,11354
0.00,0,0,11604
0.00,0,0,11854
0.00,0,0,12104
0.00,0,0,12354
0.00,0,0,12604
0.00,0,0,12854
0.00,0,0,13104
0.00,0,0,13355
0.00,0,0,13605
0.00,0,0,13855
0.00,0,0,14105
0.00,0,0,14355
0.00,0,0,14605
0.00,0,0,14855
0.00,0,0,15105
0.00,0,0,15354
0.00,0,0,15605
0.00,0,0,15855
0.00,0,0,16105
0.00,25,25253,16164
0.00,25,25253,16414
0.00,25,25253,16664
0.00,25,25253,16914
0.00,25,25253,17164
0.00,25,25253,17414
0.00,25,25253,17664
0.00,25,25253,17914
0.00,25,25253,18164
0.00,25,25253,18414
0.00,25,25253,18664
0.00,25,25253,18914
0.00,0,0,18972
0.00,0,0,19222
0.00,0,0,19472
0.00,0,0,19722
0.00,0,0,19972
0.00,0,0,20222
0.00,0,0,20472
0.00,0,0,20722
0.00,0,0,20972
0.00,0,0,21222
0.00,0,0,21472
0.00,0,0,21722
0.00,0,0,21972
0.00,0,0,22222
0.00,0,0,22472
0.00,0,0,22722
0.00,0,0,22972
0.00,0,0,23222
0.00,0,0,23471
0.00,0,0,23721
0.00,0,0,23972
0.00,0,0,24222
0.00,0,0,24473
0.00,0,0,24723
0.00,0,0,24973
0.00,0,0,25223
0.00,0,0,25473
0.00,0,0,25723
0.00,0,0,25973
0.00,0,0,26223
0.00,0,0,26473
0.00,0,0,26723
0.00,0,0,26973
0.00,0,0,27223
0.00,0,0,27473
0.00,0,0,27723
0.00,0,0,27972
0.00,0,0,28222
0.00,0,0,28473
0.00,0,0,28723
0.00,0,0,28973
0.00,0,0,29223
0.00,0,0,29473
0.00,0,0,29723
0.00,0,0,29973
0.00,0,0,30223
0.00,0,0,30473
0.00,0,0,30723
0.00,0,0,30973
0.00,0,0,31223
0.00,0,0,31473
0.00,0,0,31723
0.00,0,0,31972
0.00,0,0,32222
0.00,0,0,32473
0.00,0,0,32723
0.00,0,0,32973
0.00,0,0,33223
0.00,0,0,33473
0.00,0,0,33723
0.00,0,0,33973
0.00,0,0,34223
0.00,0,0,34473
0.00,0,0,34723
0.00,0,0,34973
0.00,0,0,35223
0.00,0,0,35473
0.00,0,0,35723
0.00,0,0,35973
0.00,0,0,36224
0.00,0,0,36474
0.00,0,0,36724
0.00,0,0,36974
0.00,0,0,37224
0.00,0,0,37474
0.00,0,0,37724
0.00,0,0,37974
0.00,0,0,38224
0.00,0,0,38474
0.00,0,0,38724
0.00,0,0,38974
0.00,0,0,39224
0.00,0,0,39473
0.00,0,0,39724
0.00,0,0,39974
0.00,0,0,40224
0.00,0,0,40474
0.00,0,0,40724
0.00,0,0,40974
0.00,0,0,41224
0.00,0,0,41474
0.00,0,0,41724
0.00,0,0,41974
0.00,0,0,42224
0.00,0,0,42474
0.00,0,0,42724
0.00,0,0,42973
0.00,0,0,43223
0.00,0,0,43474
0.00,0,0,43724
0.00,0,0,43974
0.00,0,0,44224
0.00,0,0,44474
0.00,0,0,44724
0.00,0,0,44974
0.00,0,0,45224
0.00,0,0,45474
0.00,0,0,45724
0.00,0,0,45974
0.00,0,0,46224
0.00,0,0,46474
0.00,0,0,46724
0.00,0,0,46974
0.00,0,0,47224
0.00,0,0,47474
0.00,0,0,47724
0.00,0,0,47974
0.00,0,0,48224
0.00,0,0,48474
0.00,0,0,48724
0.00,0,0,48974
0.00,0,0,49224
0.00,0,0,49473
0.00,0,0,49724
0.00,0,0,49974
0.00,0,0,50224
0.00,0,0,50475
0.00,0,0,50725
0.00,0,0,50975
0.00,0,0,51225
0.00,0,0,51475
0.00,0,0,51725
0.00,0,0,51975
0.00,0,0,52225
0.00,0,0,52475
0.00,0,0,52725
0.00,0,0,52974
0.00,0,0,53224
0.00,0,0,53475
0.00,0,0,53725
0.00,0,0,53975
0.00,0,0,54225
0.00,0,0,54475
0.00,0,0,54725
0.00,0,0,54975
0.00,0,0,55225
0.00,0,0,55475
0.00,0,0,55725
0.00,0,0,55975
0.00,0,0,56225
0.00,0,0,56475
0.00,0,0,56725
0.00,0,0,56974
0.00,0,0,57224
0.00,0,0,57475
0.00,0,0,57725
0.00,0,0,57975
0.00,0,0,58225
0.00,0,0,58475
0.00,0,0,58725
0.00,0,0,58975
0.00,0,0,59225
0.00,0,0,59475
0.00,0,0,59725
0.00,0,0,59975
0.00,0,0,60225
0.00,0,0,60475
0.00,0,0,60725
0.00,0,0,60975
0.00,0,0,61225
0.00,0,0,61475
0.00,0,0,61725
0.00,0,0,61974
0.00,0,0,62224
0.00,0,0,62475
0.00,0,0,62725
0.00,0,0,62976
0.00,0,0,63226
0.00,0,0,63476
0.00,0,0,63726
0.00,0,0,63976
0.00,0,0,64226
0.00,0,0,64476
0.00,0,0,64726
0.00,0,0,64976
0.00,0,0,65226
0.00,0,0,65476
0.00,0,0,65726
0.00,0,0,65975
0.00,0,0,66226
0.00,0,0,66476
0.00,0,0,66726
0.00,0,0,66976
0.00,0,0,67226
0.00,0,0,67476
0.00,0,0,67726
0.00,0,0,67976
0.00,0,0,68226
0.00,0,0,68476
0.00,0,0,68726
0.00,0,0,68976
0.00,0,0,69226
0.00,0,0,69475
0.00,0,0,69726
0.00,0,0,69976
0.00,0,0,70226
0.00,0,0,70476
0.00,0,0,70726
0.00,0,0,70976
0.00,0,0,71226
0.00,0,0,71476
0.00,0,0,71726
0.00,0,0,71976
0.00,0,0,72226
0.00,0,0,72476
0.00,0,0,72726
0.00,0,0,72976
0.00,0,0,73226
0.00,0,0,73476
0.00,0,0,73726
0.00,0,0,73976
0.00,0,0,74226
0.00,0,0,74476
0.00,0,0,74726
0.00,0,0,74976
0.00,0,0,75226
0.00,0,0,75476
0.00,0,0,75726
0.00,0,0,75976
0.00,0,0,76226
0.00,0,0,76476
0.00,0,0,76726
0.00,0,0,76976
0.00,0,0,77227
0.00,0,0,77477
0.00,0,0,77727
0.00,0,0,77977
0.00,0,0,78227
0.00,0,0,78477
0.00,0,0,78727
0.00,0,0,78977
0.00,0,0,79227
0.00,0,0,79477
0.00,0,0,79727
0.00,0,0,79977
0.00,0,0,80227
0.00,0,0,80477
0.00,0,0,80727
0.00,0,0,80977
0.00,0,0,81227
0.00,0,0,81477
0.00,0,0,81727
0.00,0,0,81977
0.00,0,0,82227
0.00,0,0,82477
0.00,0,0,82727
0.00,0,0,82977
0.00,0,0,83227
0.00,0,0,83477
0.00,0,0,83726
0.00,0,0,83977
0.00,0,0,84227
0.00,0,0,84477
0.00,0,0,84727
0.00,0,0,84977
0.00,0,0,85227
0.00,0,0,85477
0.00,0,0,85727
0.00,0,0,85977
0.00,0,0,86227
0.00,0,0,86477
0.00,0,0,86727
0.00,0,0,86976
0.00,0,0,87226
0.00,0,0,87477
0.00,0,0,87727
0.00,0,0,87977
0.00,0,0,88227
0.00,0,0,88477
0.00,0,0,88727
0.00,0,0,88977
0.00,0,0,89227
0.00,0,0,89477
0.00,0,0,89728
0.00,0,0,89978
0.00,0,0,90228
0.00,0,0,90478
0.00,0,0,90728
0.00,0,0,90978
0.00,0,0,91228
0.00,0,0,91478
0.00,0,0,91728
0.00,0,0,91978
0.00,0,0,92228
0.00,0,0,92478
0.00,0,0,92728
0.00,0,0,92978
0.00,0,0,93228
0.00,0,0,93477
0.00,0,0,93728
0.00,0,0,93978
0.00,0,0,94228
0.00,0,0,94478
0.00,0,0,94728
0.00,0,0,94978
0.00,0,0,95228
0.00,0,0,95478
0.00,0,0,95728
0.00,0,0,95978
0.00,0,0,96228
0.00,0,0,96478
0.00,0,0,96728
