Volts,Thr%,Ohms,Millis
1.71,0,0,21
0.77,0,0,272
0.11,0,0,522
0.00,0,0,772
0.00,0,0,1022
0.00,0,0,1272
0.00,0,0,1522
0.00,0,0,1772
0.00,0,0,2022
0.00,0,0,2272
0.00,0,0,2522
0.00,0,0,2772
0.00,0,0,3022
0.00,0,0,3272
0.00,0,0,3522
0.00,0,0,3772
0.00,0,0,4022
0.00,0,0,4272
0.00,0,0,4523
0.00,0,0,4773
0.00,0,0,5023
0.00,0,0,5273
0.00,0,0,5523
0.00,0,0,5773
0.00,0,0,6023
0.00,0,0,6273
0.00,0,0,6523
0.00,0,0,6773
0.00,0,0,7023
0.00,0,0,7273
0.00,0,0,7523
0.00,0,0,7773
0.00,0,0,8023
0.00,0,0,8273
0.00,0,0,8523
0.00,0,0,8773
0.00,0,0,9023
0.00,0,0,9273
0.00,0,0,9523
0.00,0,0,9773
0.00,0,0,10023
0.00,0,0,10273
0.00,0,0,10523
0.00,0,0,10773
0.00,0,0,11023
0.00,0,0,11273
0.00,0,0,11523
0.00,0,0,11773
0.00,0,0,12023
0.00,0,0,12273
0.00,0,0,12523
0.00,0,0,12773
0.00,0,0,13023
0.00,0,0,13272
0.00,0,0,13523
0.00,0,0,13773
0.00,0,0,14023
0.00,0,0,14273
0.00,0,0,14523
0.00,0,0,14773
0.00,0,0,15023
0.00,0,0,15273
0.00,0,0,15523
0.00,0,0,15773
0.00,0,0,16023
0.00,0,0,16273
0.00,0,0,16523
0.00,0,0,16773
0.00,0,0,17024
0.00,0,0,17274
0.00,0,0,17524
0.00,0,0,17774
0.00,0,0,18024
0.00,0,0,18274
0.00,0,0,18524
0.00,0,0,18774
0.00,0,0,19024
0.00,0,0,19274
0.00,0,0,19523
0.00,0,0,19774
0.00,0,0,20024
0.00,0,0,20274
0.00,0,0,20524
0.00,0,0,20773
0.00,0,0,21024
0.00,0,0,21274
0.00,0,0,21524
0.00,0,0,21774
0.00,0,0,22024
0.00,0,0,22274
0.00,0,0,22524
0.00,0,0,22774
0.00,0,0,23024
0.00,0,0,23274
0.00,0,0,23524
0.00,0,0,23774
0.00,0,0,24024
0.00,0,0,24274
0.00,0,0,24524
0.00,0,0,24774
0.00,0,0,25024
0.00,0,0,25274
0.00,0,0,25524
0.00,0,0,25774
0.00,0,0,26024
0.00,0,0,26274
0.00,0,0,26524
0.00,0,0,26774
0.00,0,0,27024
0.00,0,0,27274
0.00,0,0,27524
0.00,0,0,27773
0.00,0,0,28023
0.00,0,0,28274
0.00,0,0,28524
0.00,0,0,28774
0.00,0,0,29024
0.00,0,0,29274
0.00,0,0,29524
0.00,0,0,29774
0.00,0,0,30024
0.00,0,0,30274
0.00,0,0,30524
0.00,0,0,30774
0.00,0,0,31023
0.00,0,0,31275
0.00,0,0,31524
0.00,0,0,31774
0.00,0,0,32025
0.00,0,0,32275
0.00,0,0,32525
0.00,0,0,32774
0.00,0,0,33025
0.00,0,0,33275
0.00,0,0,33525
0.00,0,0,33775
0.00,0,0,34025
0.00,0,0,34275
0.00,0,0,34525
0.00,0,0,34775
0.00,0,0,35025
0.00,0,0,35275
0.00,0,0,35525
0.00,0,0,35775
0.00,0,0,36025
0.00,0,0,36275
0.00,0,0,36525
0.00,0,0,36775
0.00,0,0,37025
0.00,0,0,37275
0.00,0,0,37525
0.00,0,0,37775
0.00,0,0,38025
0.00,0,0,38275
0.00,0,0,38525
0.00,0,0,38775
0.00,0,0,39025
0.00,0,0,39275
0.00,0,0,39525
0.00,0,0,39774
0.00,0,0,40025
0.00,0,0,40275
0.00,0,0,40525
0.00,0,0,40775
0.00,0,0,41025
0.00,0,0,41275
0.00,0,0,41525
0.00,0,0,41775
0.00,0,0,42025
0.00,0,0,42275
0.00,0,0,42525
0.00,0,0,42775
0.00,0,0,43024
0.00,0,0,43275
0.00,0,0,43524
0.00,0,0,43776
0.03,0,0,44025
0.04,0,0,44276
0.00,0,0,44526
0.00,0,0,44776
0.00,0,0,45026
0.14,0,0,45276
0.00,0,0,45526
0.04,0,0,45776
0.00,0,0,46026
0.00,0,0,46276
0.00,0,0,46526
0.00,0,0,46776
0.00,0,0,47026
0.00,0,0,47276
0.00,0,0,47525
0.00,0,0,47776
0.00,0,0,48026
0.00,0,0,48276
0.00,0,0,48526
0.00,0,0,48776
0.00,0,0,49026
0.00,0,0,49276
0.00,0,0,49526
0.00,0,0,49776
0.00,0,0,50026
0.00,0,0,50276
0.00,0,0,50526
0.00,0,0,50776
0.00,0,0,51026
0.00,0,0,51276
0.00,0,0,51526
0.00,0,0,51776
0.00,0,0,52025
0.00,0,0,52276
0.00,0,0,52526
0.00,0,0,52776
0.00,0,0,53026
0.00,0,0,53276
0.00,0,0,53526
0.03,0,0,53776
0.00,0,0,54026
0.00,0,0,54275
0.00,0,0,54526
0.00,0,0,54776
0.00,0,0,55026
0.00,0,0,55276
0.01,0,0,55526
0.00,0,0,55776
0.00,0,0,56026
0.00,0,0,56276
0.00,0,0,56526
0.00,0,0,56776
0.00,0,0,57026
0.00,0,0,57276
0.00,0,0,57526
0.00,0,0,57776
0.00,0,0,58027
0.00,0,0,58277
0.00,0,0,58526
0.00,0,0,58777
0.00,0,0,59027
0.00,0,0,59277
0.00,0,0,59527
0.00,0,0,59777
0.00,0,0,60027
0.00,0,0,60277
0.00,0,0,60527
0.00,0,0,60777
0.00,0,0,61027
0.00,0,0,61277
0.00,0,0,61527
0.00,0,0,61777
0.00,0,0,62027
0.00,0,0,62277
0.00,0,0,62527
0.00,0,0,62777
0.00,0,0,63027
0.00,0,0,63277
0.00,0,0,63527
0.00,0,0,63777
0.00,0,0,64027
0.00,0,0,64277
0.00,0,0,64527
0.00,0,0,64777
0.00,0,0,65027
0.00,0,0,65277
0.00,0,0,65527
0.00,0,0,65777
0.00,0,0,66027
0.00,0,0,66277
0.00,0,0,66526
0.00,0,0,66777
0.00,0,0,67027
0.00,0,0,67277
0.00,0,0,67527
0.00,0,0,67777
0.00,0,0,68026
0.00,0,0,68277
0.00,0,0,68527
0.00,0,0,68777
0.00,0,0,69027
0.00,0,0,69276
0.00,0,0,69527
0.00,0,0,69777
0.00,0,0,70027
0.00,0,0,70277
0.00,0,0,70528
0.00,0,0,70778
0.00,0,0,71028
0.00,0,0,71278
0.00,0,0,71528
0.00,0,0,71777
0.00,0,0,72028
0.00,0,0,72278
0.00,0,0,72528
0.00,0,0,72778
0.00,0,0,73028
0.00,0,0,73278
0.00,0,0,73528
0.00,0,0,73778
0.00,0,0,74028
0.00,0,0,74278
0.00,0,0,74528
0.00,0,0,74778
0.00,0,0,75028
0.00,0,0,75278
0.00,0,0,75527
0.00,0,0,75778
0.00,0,0,76028
0.00,0,0,76278
0.00,0,0,76528
0.00,0,0,76777
0.00,0,0,77028
0.00,0,0,77278
0.00,0,0,77528
0.00,0,0,77778
0.00,0,0,78027
0.00,0,0,78277
0.00,0,0,78528
0.00,0,0,78778
0.00,0,0,79027
0.00,0,0,79278
0.00,0,0,79527
0.00,0,0,79778
0.00,0,0,80028
0.00,0,0,80278
0.00,0,0,80528
0.00,0,0,80778
0.00,0,0,81028
0.00,0,0,81278
0.00,0,0,81528
0.00,0,0,81778
0.00,0,0,82028
0.00,0,0,82278
0.00,0,0,82528
0.00,0,0,82778
0.00,0,0,83028
0.00,0,0,83278
0.00,0,0,83528
0.00,0,0,83777
0.00,0,0,84028
0.00,0,0,84277
0.00,0,0,84528
0.00,0,0,84779
0.00,0,0,85028
0.00,0,0,85279
0.00,0,0,85529
0.00,0,0,85779
0.00,0,0,86029
0.00,0,0,86279
0.00,0,0,86529
0.00,0,0,86779
0.00,0,0,87029
0.00,0,0,87279
0.00,0,0,87529
0.00,0,0,87779
0.00,0,0,88029
0.00,0,0,88279
0.00,0,0,88529
0.00,0,0,88779
0.00,0,0,89029
0.00,0,0,89279
0.00,0,0,89529
0.00,0,0,89779
0.00,0,0,90029
0.00,0,0,90279
0.00,0,0,90529
0.00,0,0,90779
0.00,0,0,91029
0.00,0,0,91279
0.00,0,0,91529
0.00,0,0,91779
0.00,0,0,92029
0.00,0,0,92279
0.00,0,0,92529
0.00,0,0,92779
0.00,0,0,93029
0.00,0,0,93279
0.00,0,0,93529
0.00,0,0,93779
0.00,0,0,94029
0.00,0,0,94279
0.00,0,0,94529
0.00,0,0,94779
0.00,0,0,95029
0.00,0,0,95279
0.00,0,0,95529
0.00,0,0,95779
0.00,0,0,96029
0.00,0,0,96278
0.00,0,0,96529
0.00,0,0,96779
0.00,0,0,97029
0.00,0,0,97280
0.00,0,0,97530
0.00,0,0,97780
0.00,0,0,98030
0.00,0,0,98280
0.00,0,0,98530
0.00,0,0,98780
0.00,0,0,99030
0.00,0,0,99280
0.00,0,0,99530
0.00,0,0,99780
0.00,0,0,100030
0.00,0,0,100280
0.00,0,0,100530
0.00,0,0,100780
0.00,0,0,101030
0.00,0,0,101280
0.00,0,0,101530
0.00,0,0,101780
0.00,0,0,102030
0.00,0,0,102280
0.00,0,0,102530
0.00,0,0,102780
0.00,0,0,103030
0.00,0,0,103280
0.00,0,0,103530
0.00,0,0,103780
0.00,0,0,104030
0.00,0,0,104280
0.00,0,0,104529
0.00,0,0,104780
0.00,0,0,105030
0.00,0,0,105280
0.00,0,0,105530
0.00,0,0,105780
0.00,0,0,106030
0.00,0,0,106280
0.00,0,0,106530
0.00,0,0,106780
0.00,0,0,107030
0.00,0,0,107280
0.00,0,0,107530
0.00,0,0,107780
0.00,0,0,108029
0.00,0,0,108280
0.00,0,0,108530
0.00,0,0,108780
0.00,0,0,109030
0.00,0,0,109280
0.00,0,0,109530
0.00,0,0,109780
0.00,0,0,110030
0.00,0,0,110280
0.00,0,0,110530
0.00,0,0,110780
0.00,0,0,111030
0.00,0,0,111280
0.00,0,0,111531
0.00,0,0,111780
0.00,0,0,112031
0.00,0,0,112281
0.00,0,0,112531
0.00,0,0,112781
0.00,0,0,113031
0.00,0,0,113281
0.00,0,0,113531
0.00,0,0,113781
0.00,0,0,114031
0.00,0,0,114281
0.00,0,0,114531
0.00,0,0,114781
0.00,0,0,115031
0.00,0,0,115281
0.00,0,0,115531
0.00,0,0,115781
0.00,0,0,116031
0.00,0,0,116281
0.00,0,0,116531
0.00,0,0,116781
0.00,0,0,117031
0.00,0,0,117281
0.00,0,0,117531
0.00,0,0,117781
0.00,0,0,118031
0.00,0,0,118281
0.00,0,0,118531
0.00,0,0,118781
0.00,0,0,119031
0.00,0,0,119281
0.00,0,0,119531
0.00,0,0,119781
0.00,0,0,120031
0.00,0,0,120281
0.00,0,0,120531
0.00,0,0,120780
0.00,0,0,121031
0.00,0,0,121281
0.00,0,0,121531
0.00,0,0,121781
0.00,0,0,122031
0.00,0,0,122281
0.00,0,0,122531
0.00,0,0,122781
0.00,0,0,123031
0.00,0,0,123281
0.00,0,0,123531
0.00,0,0,123781
0.00,0,0,124030
0.00,0,0,124282
0.00,0,0,124532
0.00,0,0,124782
0.00,0,0,125032
0.00,0,0,125282
0.00,0,0,125532
0.00,0,0,125782
0.00,0,0,126032
0.00,0,0,126282
