Volts,Thr%,Ohms,Millis
0.00,50,50505,90440
0.00,50,50505,90690
0.00,50,50505,90940
0.00,50,50505,91190
0.00,50,50505,91439
0.00,50,50505,91691
0.00,50,50505,91941
0.00,50,50505,92190
0.00,50,50505,92441
0.00,50,50505,92691
0.00,50,50505,92941
0.00,50,50505,93191
0.00,50,50505,93441
0.00,50,50505,93691
0.00,50,50505,93941
0.00,50,50505,94191
0.00,50,50505,94441
0.00,50,50505,94691
0.00,50,50505,94941
0.00,50,50505,95191
0.00,50,50505,95441
0.00,50,50505,95691
0.00,50,50505,95941
0.00,50,50505,96191
0.00,50,50505,96441
0.00,50,50505,96690
0.00,50,50505,96941
0.00,50,50505,97191
0.00,50,50505,97441
0.00,50,50505,97691
0.00,50,50505,97941
0.00,50,50505,98191
0.00,50,50505,98441
0.00,50,50505,98691
0.00,50,50505,98941
0.00,50,50505,99191
0.00,50,50505,99441
0.00,50,50505,99691
0.00,50,50505,99941
0.00,50,50505,100191
0.00,50,50505,100441
0.00,50,50505,100691
0.00,50,50505,100941
0.00,50,50505,101191
0.00,50,50505,101441
0.00,50,50505,101691
0.00,50,50505,101941
0.00,50,50505,102191
0.00,50,50505,102441
0.00,50,50505,102691
0.00,50,50505,102941
0.00,50,50505,103191
0.00,50,50505,103441
0.00,50,50505,103691
0.00,50,50505,103941
0.00,50,50505,104192
0.00,50,50505,104442
0.00,50,50505,104692
0.00,50,50505,104942
0.00,50,50505,105192
0.00,50,50505,105442
0.00,50,50505,105691
0.00,50,50505,105942
0.00,50,50505,106192
0.00,50,50505,106442
0.00,50,50505,106692
0.00,50,50505,106942
0.00,50,50505,107192
0.00,50,50505,107442
0.00,50,50505,107692
0.00,50,50505,107942
0.00,50,50505,108192
0.00,50,50505,108442
0.00,50,50505,108692
0.00,50,50505,108942
0.00,50,50505,109192
0.00,50,50505,109442
0.00,50,50505,109692
0.00,50,50505,109942
0.00,50,50505,110192
0.00,50,50505,110442
0.00,50,50505,110692
0.00,50,50505,110942
0.00,50,50505,111192
0.00,50,50505,111442
0.00,50,50505,111692
0.00,50,50505,111942
0.00,50,50505,112192
0.00,50,50505,112442
0.00,50,50505,112691
0.00,50,50505,112941
0.00,50,50505,113192
0.00,50,50505,113442
0.00,50,50505,113692
0.00,50,50505,113942
0.00,50,50505,114191
0.00,50,50505,114441
0.00,50,50505,114692
0.00,50,50505,114942
0.00,50,50505,115192
0.00,50,50505,115442
0.00,50,50505,115692
0.00,50,50505,115941
0.00,50,50505,116192
0.00,50,50505,116442
0.00,50,50505,116692
0.00,50,50505,116942
0.00,50,50505,117192
0.00,50,50505,117442
0.00,50,50505,117692
0.00,50,50505,117942
0.00,50,50505,118192
0.00,50,50505,118443
0.00,50,50505,118693
0.00,50,50505,118943
0.00,50,50505,119193
0.00,50,50505,119443
0.00,50,50505,119693
0.00,50,50505,119942
0.00,50,50505,120193
0.00,50,50505,120443
0.00,50,50505,120693
0.00,50,50505,120943
0.00,50,50505,121193
0.00,50,50505,121443
0.00,50,50505,121693
0.00,50,50505,121943
0.00,50,50505,122193
0.00,50,50505,122443
0.00,50,50505,122692
0.00,50,50505,122943
0.00,50,50505,123193
0.00,50,50505,123443
0.00,50,50505,123693
0.00,50,50505,123942
0.00,50,50505,124193
0.00,50,50505,124442
0.00,50,50505,124692
0.00,50,50505,124942
0.00,50,50505,125193
0.00,50,50505,125443
0.00,50,50505,125693
0.00,50,50505,125943
0.00,50,50505,126193
0.00,50,50505,126443
0.00,50,50505,126693
0.00,50,50505,126943
0.00,50,50505,127193
0.00,50,50505,127443
0.00,50,50505,127693
0.00,50,50505,127943
0.00,50,50505,128193
0.00,50,50505,128443
0.00,50,50505,128693
0.00,50,50505,128943
0.00,50,50505,129193
0.00,50,50505,129443
0.00,50,50505,129693
0.00,50,50505,129943
0.00,50,50505,130193
0.00,50,50505,130443
0.00,50,50505,130693
0.00,50,50505,130944
0.00,50,50505,131194
0.00,50,50505,131444
0.00,50,50505,131694
0.00,50,50505,131944
0.00,50,50505,132194
0.00,50,50505,132444
0.00,50,50505,132694
0.00,50,50505,132944
0.00,50,50505,133194
0.00,50,50505,133444
0.00,50,50505,133694
0.00,50,50505,133944
0.00,50,50505,134194
0.00,50,50505,134444
0.00,50,50505,134694
0.00,50,50505,134944
0.00,50,50505,135194
0.00,50,50505,135444
0.00,50,50505,135694
0.00,50,50505,135944
0.00,50,50505,136194
0.00,50,50505,136444
0.00,50,50505,136694
0.00,50,50505,136944
0.00,50,50505,137194
0.00,50,50505,137444
0.00,50,50505,137694
0.00,50,50505,137944
0.00,50,50505,138194
0.00,50,50505,138444
0.00,50,50505,138694
0.00,50,50505,138944
0.00,50,50505,139194
0.00,50,50505,139444
0.00,50,50505,139694
0.00,50,50505,139944
0.00,50,50505,140194
0.00,50,50505,140444
0.00,50,50505,140694
0.00,50,50505,140944
0.00,50,50505,141194
0.00,50,50505,141444
0.00,50,50505,141694
0.00,50,50505,141944
0.00,50,50505,142194
0.00,50,50505,142444
0.00,50,50505,142694
0.00,50,50505,142944
0.00,50,50505,143194
0.00,50,50505,143444
0.00,50,50505,143694
0.00,50,50505,143944
0.00,50,50505,144194
0.00,50,50505,144444
0.00,50,50505,144694
0.00,50,50505,144944
0.00,50,50505,145195
0.00,50,50505,145444
0.00,50,50505,145695
0.00,50,50505,145945
0.00,50,50505,146195
0.00,50,50505,146445
0.00,50,50505,146695
0.00,50,50505,146945
0.00,50,50505,147195
0.00,50,50505,147445
0.00,50,50505,147694
0.00,50,50505,147945
0.00,50,50505,148195
0.00,50,50505,148445
0.00,50,50505,148694
0.00,50,50505,148945
0.00,50,50505,149195
0.00,50,50505,149445
0.00,50,50505,149695
0.00,50,50505,149945
0.00,50,50505,150195
0.00,50,50505,150445
0.00,50,50505,150695
0.00,50,50505,150945
0.00,50,50505,151195
0.00,50,50505,151445
0.00,50,50505,151695
0.00,50,50505,151945
0.00,50,50505,152195
0.00,50,50505,152445
0.00,50,50505,152695
0.00,50,50505,152945
0.00,50,50505,153195
0.00,50,50505,153445
0.00,50,50505,153695
0.00,50,50505,153945
0.00,50,50505,154195
0.00,50,50505,154445
0.00,50,50505,154695
0.00,50,50505,154945
0.00,50,50505,155195
0.00,50,50505,155445
0.00,50,50505,155695
0.00,50,50505,155945
0.00,50,50505,156195
0.00,50,50505,156445
0.00,50,50505,156695
0.00,50,50505,156944
0.00,50,50505,157195
0.00,50,50505,157445
0.00,50,50505,157696
0.00,50,50505,157946
0.00,50,50505,158196
0.00,50,50505,158446
0.00,50,50505,158696
0.00,50,50505,158946
0.00,50,50505,159196
0.00,50,50505,159446
0.00,50,50505,159696
0.00,50,50505,159946
0.00,50,50505,160196
0.00,50,50505,160446
0.00,50,50505,160696
0.00,50,50505,160946
0.00,50,50505,161196
0.00,50,50505,161446
0.00,50,50505,161696
0.00,50,50505,161946
0.00,50,50505,162196
0.00,50,50505,162446
0.00,50,50505,162696
0.00,50,50505,162946
0.00,50,50505,163196
0.00,50,50505,163446
0.00,50,50505,163696
0.00,50,50505,163946
0.00,50,50505,164196
0.00,50,50505,164446
0.00,50,50505,164696
0.00,50,50505,164946
0.00,50,50505,165196
0.00,50,50505,165446
0.00,50,50505,165696
0.00,50,50505,165946
0.00,50,50505,166196
0.00,50,50505,166446
0.00,50,50505,166696
0.00,50,50505,166946
0.00,50,50505,167196
0.00,50,50505,167446
0.00,50,50505,167696
0.00,50,50505,167946
0.00,50,50505,168196
0.00,50,50505,168446
0.00,50,50505,168696
0.00,50,50505,168946
0.00,50,50505,169196
0.00,50,50505,169446
0.00,50,50505,169696
0.00,50,50505,169946
0.00,50,50505,170196
0.00,50,50505,170446
0.00,50,50505,170696
0.00,50,50505,170946
0.00,50,50505,171196
0.00,50,50505,171446
0.00,50,50505,171696
0.00,50,50505,171947
0.00,50,50505,172197
0.00,50,50505,172447
0.00,50,50505,172697
0.00,50,50505,172947
0.00,50,50505,173197
0.00,50,50505,173447
0.00,50,50505,173697
0.00,50,50505,173947
0.00,50,50505,174197
0.00,50,50505,174447
0.00,50,50505,174697
0.00,50,50505,174947
0.00,50,50505,175197
0.00,50,50505,175447
0.00,50,50505,175696
0.00,50,50505,175946
0.00,50,50505,176196
0.00,50,50505,176446
0.00,50,50505,176697
0.00,50,50505,176947
0.00,50,50505,177197
0.00,50,50505,177447
0.00,50,50505,177697
0.00,50,50505,177947
0.00,50,50505,178197
0.00,50,50505,178446
0.00,50,50505,178697
0.00,50,50505,178947
0.00,50,50505,179197
0.00,50,50505,179447
0.00,50,50505,179697
0.00,50,50505,179947
0.00,50,50505,180197
0.00,50,50505,180447
0.00,50,50505,180697
0.00,50,50505,180947
0.00,50,50505,181197
0.00,50,50505,181447
0.00,50,50505,181697
0.00,50,50505,181947
0.00,50,50505,182197
0.00,50,50505,182447
0.00,50,50505,182697
0.00,50,50505,182947
0.00,50,50505,183197
0.00,50,50505,183447
0.00,50,50505,183697
0.00,50,50505,183947
0.00,50,50505,184197
0.00,50,50505,184448
0.00,50,50505,184698
0.00,50,50505,184948
0.00,50,50505,185198
0.00,50,50505,185448
0.00,50,50505,185698
0.00,50,50505,185948
0.00,50,50505,186198
0.00,50,50505,186448
0.00,50,50505,186698
0.00,50,50505,186948
0.00,50,50505,187198
0.00,50,50505,187448
0.00,50,50505,187698
0.00,50,50505,187948
0.00,50,50505,188198
0.00,50,50505,188448
0.00,50,50505,188698
0.00,50,50505,188948
0.00,50,50505,189198
0.00,50,50505,189448
0.00,50,50505,189698
0.00,50,50505,189947
0.00,50,50505,190197
0.00,50,50505,190448
0.00,50,50505,190698
0.00,50,50505,190948
0.00,50,50505,191198
0.00,50,50505,191448
0.00,50,50505,191698
0.00,50,50505,191947
0.00,50,50505,192198
0.00,50,50505,192448
0.00,50,50505,192698
0.00,50,50505,192948
0.00,50,50505,193198
0.00,50,50505,193448
0.00,50,50505,193698
0.00,50,50505,193947
0.00,50,50505,194197
0.00,50,50505,194448
0.00,50,50505,194698
0.00,50,50505,194948
0.00,50,50505,195198
0.00,50,50505,195448
0.00,50,50505,195698
0.00,50,50505,195948
0.00,50,50505,196198
0.00,50,50505,196448
0.00,50,50505,196698
0.00,50,50505,196948
0.00,50,50505,197198
0.00,50,50505,197448
0.00,50,50505,197698
0.00,50,50505,197948
0.00,50,50505,198198
0.00,50,50505,198448
0.00,50,50505,198699
0.00,50,50505,198949
0.00,50,50505,199199
0.00,50,50505,199449
0.00,50,50505,199699
0.20,50,50505,199949
0.24,50,50505,200199
0.18,50,50505,200449
0.07,50,50505,200699
0.00,50,50505,200949
0.00,50,50505,201199
0.00,50,50505,201449
0.00,50,50505,201699
0.00,50,50505,201949
0.00,50,50505,202199
0.00,50,50505,202449
0.00,50,50505,202698
0.00,50,50505,202948
0.00,50,50505,203199
0.00,50,50505,203449
0.00,50,50505,203699
0.00,50,50505,203949
0.00,50,50505,204199
0.00,50,50505,204449
0.00,50,50505,204699
0.00,50,50505,204949
0.00,50,50505,205199
0.00,50,50505,205449
0.00,50,50505,205699
0.00,50,50505,205949
0.00,50,50505,206199
0.00,50,50505,206449
0.00,50,50505,206699
0.00,50,50505,206949
0.00,50,50505,207199
0.00,50,50505,207449
0.00,50,50505,207699
0.00,50,50505,207949
0.00,50,50505,208199
0.00,50,50505,208449
0.00,50,50505,208699
0.00,50,50505,208949
0.00,50,50505,209199
0.00,50,50505,209449
0.00,50,50505,209699
0.00,50,50505,209948
0.00,50,50505,210199
0.00,50,50505,210449
0.00,50,50505,210699
0.00,50,50505,210949
0.00,50,50505,211200
0.00,50,50505,211450
0.00,50,50505,211700
0.00,50,50505,211950
0.00,50,50505,212200
0.00,50,50505,212450
0.00,50,50505,212700
0.00,50,50505,212950
0.00,50,50505,213200
0.00,50,50505,213450
0.00,50,50505,213700
0.00,50,50505,213950
0.00,50,50505,214200
0.00,50,50505,214450
0.00,50,50505,214700
0.00,50,50505,214950
0.00,50,50505,215200
0.00,50,50505,215450
0.00,50,50505,215700
0.00,50,50505,215950
0.00,50,50505,216200
0.00,50,50505,216450
0.00,50,50505,216700
0.00,50,50505,216950
0.00,50,50505,217200
0.00,50,50505,217450
0.00,50,50505,217700
0.00,50,50505,217950
0.00,50,50505,218200
0.00,50,50505,218450
0.00,50,50505,218700
0.00,50,50505,218950
0.00,50,50505,219199
0.00,50,50505,219450
0.00,50,50505,219700
0.00,50,50505,219950
0.00,50,50505,220200
0.00,50,50505,220450
0.00,50,50505,220700
0.00,50,50505,220950
0.00,50,50505,221200
0.00,50,50505,221450
0.00,50,50505,221700
0.00,50,50505,221950
0.00,50,50505,222200
0.00,50,50505,222450
0.00,50,50505,222700
0.00,50,50505,222950
0.00,50,50505,223200
0.00,50,50505,223450
0.00,50,50505,223700
0.00,50,50505,223950
0.00,50,50505,224200
0.00,50,50505,224449
0.00,50,50505,224700
0.00,50,50505,224950
0.00,50,50505,225200
0.00,50,50505,225451
0.00,50,50505,225701
0.00,50,50505,225951
0.00,50,50505,226201
0.00,50,50505,226451
0.00,50,50505,226701
0.00,50,50505,226951
0.00,50,50505,227201
0.00,50,50505,227451
0.00,50,50505,227701
0.00,50,50505,227951
0.00,50,50505,228201
0.00,50,50505,228451
0.00,50,50505,228700
0.00,50,50505,228951
0.00,50,50505,229201
0.00,50,50505,229451
0.00,50,50505,229701
0.00,50,50505,229951
0.00,50,50505,230201
0.00,50,50505,230451
0.00,50,50505,230701
0.00,50,50505,230951
0.00,50,50505,231201
0.00,50,50505,231451
0.00,50,50505,231701
0.00,50,50505,231951
0.00,50,50505,232201
0.00,50,50505,232451
0.00,50,50505,232701
0.00,50,50505,232951
0.00,50,50505,233201
0.00,50,50505,233451
0.00,50,50505,233701
0.00,50,50505,233951
0.00,50,50505,234201
0.00,50,50505,234451
0.00,50,50505,234701
0.00,50,50505,234951
0.00,50,50505,235201
0.00,50,50505,235451
0.00,50,50505,235701
0.00,50,50505,235951
0.00,50,50505,236201
0.00,50,50505,236451
0.00,50,50505,236700
0.00,50,50505,236950
0.00,50,50505,237200
0.00,50,50505,237450
0.00,50,50505,237700
0.00,50,50505,237952
0.00,50,50505,238202
0.00,50,50505,238452
0.00,50,50505,238702
0.00,50,50505,238952
0.00,50,50505,239202
0.00,50,50505,239452
0.00,50,50505,239702
0.00,50,50505,239952
0.00,50,50505,240202
0.00,50,50505,240452
0.00,50,50505,240702
0.00,50,50505,240952
0.00,50,50505,241201
0.00,50,50505,241452
0.00,50,50505,241702
0.00,50,50505,241952
0.00,50,50505,242202
0.00,50,50505,242452
0.00,50,50505,242702
0.00,50,50505,242952
0.00,50,50505,243202
0.00,50,50505,243452
0.00,50,50505,243702
0.00,50,50505,243952
0.00,50,50505,244202
0.00,50,50505,244452
0.00,50,50505,244702
0.00,50,50505,244952
0.00,50,50505,245202
0.00,50,50505,245452
0.00,50,50505,245702
0.00,50,50505,245952
0.00,50,50505,246202
0.00,50,50505,246452
0.00,50,50505,246702
0.00,50,50505,246952
0.00,50,50505,247202
0.00,50,50505,247452
0.00,50,50505,247702
0.00,50,50505,247952
0.00,50,50505,248202
0.00,50,50505,248452
0.00,50,50505,248702
0.00,50,50505,248952
0.00,50,50505,249202
0.00,50,50505,249452
0.00,50,50505,249702
0.00,50,50505,249952
0.00,50,50505,250202
0.00,50,50505,250452
0.00,50,50505,250701
0.00,50,50505,250951
0.00,50,50505,251202
0.00,50,50505,251452
0.00,50,50505,251702
0.00,50,50505,251952
0.00,50,50505,252203
0.00,50,50505,252453
0.00,50,50505,252703
0.00,50,50505,252953
0.00,50,50505,253203
0.00,50,50505,253453
0.00,50,50505,253703
0.00,50,50505,253953
0.00,50,50505,254203
0.00,50,50505,254453
0.00,50,50505,254703
0.00,50,50505,254953
0.00,50,50505,255203
0.00,50,50505,255453
0.00,50,50505,255703
0.00,50,50505,255953
0.00,50,50505,256203
0.00,50,50505,256453
0.00,50,50505,256703
0.00,50,50505,256953
0.00,50,50505,257203
0.00,50,50505,257453
0.00,50,50505,257703
0.00,50,50505,257953
0.00,50,50505,258203
0.00,50,50505,258452
0.00,50,50505,258702
0.00,50,50505,258953
0.00,50,50505,259203
0.00,50,50505,259453
0.00,50,50505,259703
0.00,50,50505,259953
0.00,50,50505,260203
0.00,50,50505,260453
0.00,50,50505,260702
0.00,50,50505,260953
0.00,50,50505,261203
0.00,50,50505,261453
0.00,50,50505,261703
0.00,50,50505,261953
0.00,50,50505,262203
0.00,50,50505,262453
0.00,50,50505,262703
0.00,50,50505,262953
0.00,50,50505,263203
0.00,50,50505,263453
0.00,50,50505,263703
0.00,50,50505,263953
0.00,50,50505,264203
0.00,50,50505,264453
0.00,50,50505,264704
0.00,50,50505,264954
0.00,50,50505,265204
0.00,50,50505,265454
0.00,50,50505,265704
0.00,50,50505,265954
0.00,50,50505,266204
0.00,50,50505,266454
0.00,50,50505,266704
0.00,50,50505,266954
0.00,50,50505,267204
0.00,50,50505,267453
0.00,50,50505,267703
0.00,50,50505,267954
0.00,50,50505,268204
0.00,50,50505,268454
0.00,50,50505,268704
0.00,50,50505,268954
0.00,50,50505,269204
0.00,50,50505,269454
0.00,50,50505,269704
0.00,50,50505,269954
0.00,50,50505,270204
0.00,50,50505,270454
0.00,50,50505,270704
0.00,50,50505,270954
0.00,50,50505,271204
0.00,50,50505,271454
0.00,50,50505,271704
0.00,50,50505,271954
0.00,50,50505,272204
0.00,50,50505,272454
0.00,50,50505,272704
0.00,50,50505,272954
0.00,50,50505,273204
0.00,50,50505,273454
0.00,50,50505,273704
0.00,50,50505,273954
0.00,50,50505,274204
0.00,50,50505,274454
0.00,50,50505,274704
0.00,50,50505,274954
0.00,50,50505,275204
0.00,50,50505,275454
0.00,50,50505,275704
0.00,50,50505,275954
0.00,50,50505,276204
0.00,50,50505,276454
0.00,50,50505,276704
0.00,50,50505,276954
0.00,50,50505,277203
0.00,50,50505,277453
0.00,50,50505,277704
0.00,50,50505,277954
0.00,50,50505,278204
0.00,50,50505,278454
0.00,50,50505,278704
0.00,50,50505,278955
0.00,50,50505,279205
0.00,50,50505,279455
0.00,50,50505,279705
0.00,50,50505,279955
0.00,50,50505,280204
0.00,50,50505,280455
0.00,50,50505,280705
0.00,50,50505,280955
0.00,50,50505,281205
0.00,50,50505,281455
0.00,50,50505,281704
0.00,50,50505,281954
0.00,50,50505,282205
0.00,50,50505,282455
0.00,50,50505,282705
0.00,50,50505,282955
0.00,50,50505,283205
0.00,50,50505,283455
0.00,50,50505,283705
0.00,50,50505,283955
0.00,50,50505,284205
0.00,50,50505,284455
0.00,50,50505,284705
0.00,50,50505,284955
0.00,50,50505,285205
0.00,50,50505,285455
0.00,50,50505,285705
0.00,50,50505,285955
0.00,50,50505,286205
0.00,50,50505,286454
0.00,50,50505,286705
0.00,50,50505,286955
0.00,50,50505,287205
0.00,50,50505,287454
0.00,50,50505,287705
0.00,50,50505,287955
0.00,50,50505,288205
0.00,50,50505,288455
0.00,50,50505,288705
0.00,50,50505,288955
0.00,50,50505,289205
0.00,50,50505,289455
0.00,50,50505,289705
0.00,50,50505,289954
0.00,50,50505,290205
0.00,50,50505,290455
0.00,50,50505,290705
0.00,50,50505,290955
0.00,50,50505,291205
0.00,50,50505,291456
